Duration (in seconds),Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_text,Q3.1,Q3.1 text,Q3.2,Q3.2 text,Q3.3,Q3.3 text,Q3.4,Q3.4 text,Q3.5,Q3.5 text,Q3.6,Q3.6 text,Q3.7,Q3.7 text,Q3.8,Q3.8 text,Q3.9,Q3.9 text,Q3.10,Q3.10 text,Q3.text,Q4,Q5,Q5_text,Q6,Q6_9_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8a_1,Q8a_2,Q8a_3,Q8a_4,Q8a_5,Q8a_6,Q8a_7,Q8a_8,Q8a_9,Q8a_10,Q8a_11,Q8b_1,Q8b_2,Q8b_3,Q8b_4,Q8b_5,Q8b_6,Q8b_7,Q8b_8,Q8b_9,Q8b_10,Q8b_11,Q9a_1,Q9a_2,Q9a_3,Q9a_4,Q9a_5,Q9a_6,Q9a_7,Q9a_8,Q9a_9,Q9a_10,Q9b_1,Q9b_2,Q9b_3,Q9b_4,Q9b_5,Q9b_6,Q9b_7,Q9b_8,Q9b_9,Q9b_10,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q16,Q17,Q17_3_TEXT,Q18,Q19,Q20,Q20_9_TEXT,Q22
1164,1,2,5,1,5,It is sufficient to read IPCC AR for answer to above,50,e.g. replacement of all plastics from oil ,3,expensive?,4,Iceland!,1,See Fuss et al.,1,See Fuss et al.,2,Need studies to see total effect,3,"For environmental reasons, yes! For CRD, No!",4,Not enough free area to be a total solution,5,Agricultural residue to be preferred and even residue after biogas generation preferred!,5,Should be mandatory and compensatable,"Three things need to be considered; cost, cost and cost!",5,5,"This is one of the solid ways that can be demonstrated to capture CO2 permanently. 
The method is NOT dependent on DAC/wind and can be used to store other CO2 too. 
Every promising technology must be tried in scale to see the real economics. 
Unfortunately DAC is now closer to 1000 $/tCO2 than 100 $/tCO2",1,,3,1,3,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,5,4,3,5,4,4,2,4,4,5,5,5,3,3,4,3,3,2,3,2,5,This is the type of demonstration we need to go ahead. ,4,3,4,4,4,4,2,5,5,3,3,5,1,5,5,5,4,2,5,2,4,3,4,3,4,4,3,4,3,2,5,4,3,3,4,,1,,45,3,7,,very nice one for change
814,1,2,4,3,4,,47,,1,,1,,2,,2,,2,,2,,2,,2,,2,,,5,2,not practical at required scale,2,,4,4,3,3,3,3,4,3,3,4,2,4,4,5,5,5,5,3,3,2,2,4,3,2,5,5,5,5,2,1,1,3,2,2,1,2,2,2,1,2,1,3,2,1,1,2,2,2,2,,2,2,2,2,2,3,3,4,3,3,3,2,4,2,2,1,2,3,4,2,3,2,4,3,4,2,1,4,5,4,5,5,1,4,4,,1,,40,6,7,,
16412,1,2,4,1,3,Stabilisation at 1.5 C now widely considered to be impossible; certainly VERY improbable,47,"""Worthy"" but energy-intensive and small-scale compared with the need.",2, . but removal at 400ppm will continue tobe very inefficient & energy-intensive,2,Air capture of CO2 by any means is likely to be at best marginal in effect,3,"can only be effective in shallow seas, not deep ocean . .  .",2,"Again, energy balance (and timescale) likely to rule this out ",3,"Again, effective only in shallow seas",5,sine qua non,5,planting trees ANYWHERE . . .,2,Soil storageof carbon should not rely on combustion!!,5,,"As you see, I have little expectation from DAC - even in most favoured areas such as coastal Namibia.",5,4,We need to try everything . . BUT that windpower could be used more effectively to reduce emissions of CO2 elsewhere,9,Proper cognisance should be taken of others' views on effective (and implementable) low carbon technologies and routes to reducing emissions.,4,2,1,1,1,3,2,2,2,2,2,3,3,5,5,4,3,6,6,6,6,1,2,2,3,4,3,3,2,1,2,3,3,2,2,2,2,1,2,3,2,3,5,4,5,5,4,4,4,"""support"" if it is soundly based in science & economics.",2,3,2,3,4,3,3,4,4,3,3,6,4,6,2,3,3,4,2,4,2,1,4,2,3,1,1,4,4,4,5,5,2,3,3,,1,,61,2,7,,Way too long and complicated - nearly gave up.
1199,1,4,5,3,4,,49,,1,,3,,1,,1,,2,,5,,5,,1,,5,,,2,4,In principle it sounds great. I'm not sure it could be scaled up enough to make a difference.,2,,1,3,1,3,1,1,3,2,2,3,1,3,3,5,5,5,5,2,2,2,2,1,3,3,4,5,5,5,4,4,2,4,4,4,3,2,4,4,5,5,3,2,5,5,5,5,4,3,4,,3,2,3,4,4,4,4,4,4,4,6,4,3,2,4,2,2,2,1,2,4,3,4,3,4,2,1,4,4,5,5,4,2,1,4,,1,,52,1,7,,
16564,1,5,5,4,4,,50,,4,,4,,4,,3,,3,,5,,5,,2,,5,,,5,3,Would need to see full life cycle assessment of energetic and CO2 emissions associated with construction and operation.,2,,1,2,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,,3,3,4,4,4,4,3,4,5,4,3,6,6,6,6,6,4,3,5,4,4,4,2,4,5,2,2,2,2,2,4,3,3,1,4,,2,,34,2,7,,
1605,1,4,4,4,4,,49,,4,,3,,3,,4,,2,,5,,5,,5,,5,,,1,4,Need to check the ecosystem ,2,,2,2,2,3,4,4,4,4,5,5,4,4,4,4,2,4,2,3,3,2,3,2,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,,4,3,4,4,4,4,5,5,4,4,4,4,2,2,4,4,5,5,3,4,5,1,5,5,5,3,1,4,5,5,5,1,1,5,5,,2,,29,4,7,,
1348,1,3,4,2,4,,49,,6,,3,,3,,5,,2,,5,,3,,4,,5,,,5,5,"I think we need an ""all of the above"" approach to carbon dioxide removal technology RD&D. That said, I am not familiar with the potential benefits of a marine Solid Carbon project in comparison to a land-based DAC system. ",1,,1,1,1,1,2,6,6,6,6,2,1,6,2,2,2,3,2,2,2,6,6,1,1,1,2,2,1,2,3,3,3,5,3,3,3,3,4,2,5,5,2,3,5,5,2,3,5,1,5,,2,2,3,4,2,4,3,5,5,4,3,3,2,6,4,2,1,4,1,2,4,1,4,2,4,1,1,5,4,5,5,5,1,4,4,,1,,22,2,7,,
1115,1,4,4,2,4,,48,,3,,2,,6,,3,,2,,5,,5,,3,,4,,Changing human behavior to low-CO2 emitting lifestyles seems most important here.,1,5,Novel idea by using wind energy,2,,2,3,3,3,2,3,4,4,6,4,2,3,4,3,5,4,2,6,6,6,6,6,6,6,3,6,6,6,4,3,4,5,3,4,3,4,4,4,3,2,3,4,2,4,2,4,4,4,4,,2,3,4,4,5,4,3,5,5,3,3,4,6,6,4,4,2,4,2,4,2,2,4,4,3,2,1,5,4,4,5,5,1,3,1,,1,,37,3,7,,
2722,1,5,4,2,4,,49,,5,,5,,1,,3,,3,,5,,5,,4,,5,,,5,5,We need more detail on how such a system might be operated at a useful scale.,2,,2,2,2,2,1,3,6,6,6,4,6,5,4,3,4,6,4,2,2,1,2,1,1,2,3,4,6,1,3,4,3,6,6,5,6,5,5,6,5,5,6,6,5,5,6,5,5,5,5,,2,4,2,5,4,5,4,5,5,4,4,3,3,3,4,2,6,4,4,2,3,3,3,3,3,2,2,4,4,4,4,3,4,3,4,,1,,68,2,7,,
1657,1,4,3,2,4,,50,,2,,4,,2,,3,,3,,4,,5,,2,,5,,,2,3,"It seems to be an innovative idea. However, in my opinion, further research is needed in order to be implemented in large scale projects.",2,,1,4,4,3,5,5,2,2,4,4,5,5,5,2,3,4,4,2,3,4,4,5,5,5,1,2,2,2,4,4,2,3,4,4,3,4,3,2,5,5,3,3,5,4,4,4,5,5,3,,3,4,4,2,2,2,4,5,2,2,4,2,4,3,1,2,2,4,5,3,4,2,2,2,4,3,1,5,5,5,4,5,1,4,4,,1,,18,6,7,,
1093,1,2,5,2,4,,48,,5,,4,,5,,5,,2,,5,,3,,3,,5,,,5,4,support because we need every option that might work. Not strongly support because of the huge energy requirement (there may be more efficient ways to remove CO2 with the same wind energy).,2,,1,1,1,1,2,2,3,3,1,4,2,4,4,4,2,4,4,2,2,1,2,1,3,2,3,1,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,Not sure what the results of this survey will be used for. Lobbying?,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,4,3,2,4,3,1,6,6,6,6,6,6,6,6,6,6,"far too many questions, often unclear context",1,,38,2,7,,"too many questions, too many different topics, appears as activity to lobby for solid carbon....  lack of transparency"
1746,1,2,5,3,4,,49,,4,,4,,3,,2,,3,,4,,4,,2,,3,,,2,5,We have to start doing something now.,1,,4,4,4,3,3,4,6,6,6,4,6,4,3,4,4,5,4,4,6,6,3,2,6,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,,2,3,2,3,3,3,4,4,3,4,4,4,3,1,4,4,4,6,2,3,4,6,6,6,4,2,2,6,3,4,4,4,2,3,4,,1,,24,2,7,,Too many queries.
829,1,4,4,4,4,,49,,4,,4,,2,,2,,3,,4,,4,,3,,4,,,2,5,make sense,1,,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,1,,21,3,7,,
417687,1,2,4,3,3,Is assisting/actively managing natural processes considered an engineering NET?,47,"Again, depends on method. Lower scores if it is more energy intensive (unless climate neutral energy sources are used).",3,,2,uncertain of the practicability of this process.,2,,1,,1,possibly in the deep ocean where the effects of algal blooms can be minimised.,5,"these provide multiple co-benefits, as well as 2 climate benefits of protecting existing carbon stores and sequestering more carbon.",4,although also depends on the ecosystem (e.g. less desirable on high carbon peat soils or in wetland areas) ,3,depends on the pyrolysis method to produce the biochar. Higher scores for methods in which more CO2 is captured/not emitted.,5,but this method will only provide a portion of the solution and so much be used in conjunction with other methods.,several strategies will have to be used concurrently. No one method will be sufficient to meet our targets of limiting dangerous climate change.,5,4,"Depends on the location, as there are many sensitive and important ecosystems off the US West coast.",1,,1,3,2,3,1,1,6,4,6,5,2,4,4,3,5,4,4,6,3,4,2,1,4,2,3,5,3,4,3,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,3,3,5,4,4,"Although time is short, it still needs proper trials before being implemented on a larger scale.",2,3,3,4,4,4,5,5,5,4,5,3,2,1,3,2,1,5,4,1,3,2,5,5,5,2,1,4,3,4,4,4,2,3,4,,1,,16,6,7,,
1117,1,4,4,2,4,,50,,4,,4,,2,,3,,2,,5,,5,,3,,4,,,5,5,"DACCS is only one weapon in a complex armoury was can use to tackle climate change. The direct air capture technology is unproven at scale, but carbon storage is proven at scale, and simply needs to be rolled out asap. ",1,,3,1,1,1,1,2,4,6,1,2,2,2,3,2,4,4,2,1,1,1,3,3,3,2,2,2,2,2,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,"I am not clear why this is referred to as solid carbon rather than CCS. The CO2 will only slowly become sequestered by mineralisation, with other trapping mechanisms being important at different time and length scales (e.g. dissolution trapping, hydrodynamic trapping). See classic figure by Benson, S. M.; Cook, P.; Anderson, J.; Bachu, S.; Hassan, B. N.; Basu, B.; Bradshaw, J.; Deguchi, G.; Gale, J.; von Goerne, G.; et al. Underground Geological Storage. In Carbon Dioxide Capture and Storage, Metz, B., Davidson, O., de Coninck, H., Loos, M., Meyer, L., Eds.; Cambridge University Press: Cambridge, England, 2005; p 431.

Your two questions on earthquakes didn't make sense: see Roberts J.J, Bond C.E., Shipton Z.K. 2021. Fracking bad language: Hydraulic fracturing and earthquake risk, Geoscience Communication. 4, 1–25, https://doi.org/10.5194/gc-4-1-2021",4,4,4,2,4,3,4,5,5,3,4,4,2,4,4,6,2,4,2,2,2,1,5,3,4,2,1,5,5,5,5,4,1,3,5,,2,,32,2,7,,"Some of the questions were rather ambiguous, especially the ones about values, which are inherently subjective. I had to guess what you were asking em a few times there, and I am not sure what you will be able to tell from the data. 

The terms for local, regional, federal government are very north American. Given that your survey appears to have gone to parts on the world not in N America (including mine), these answers may not be so useful for you. Similarly on the political leanings - 'liberal' has very different connotations in my part of the world than in N America - and even in N America it can vary.

Female is a description of sex not a gender (which is a social construct, as opposed to sex which is a biological reality). If you are going to do a credible survey about science please use the correct scientific terms to describe sex"
1597,1,4,4,6,4,Not confident I know enough about models to give appropriate answers,49,,2,,3,,1,,2,,1,,5,,4,,1,,5,,,2,4,Helps meet carbon targets,1,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,2,2,1,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,2,2,2,4,,3,3,4,3,3,3,4,5,4,4,4,6,6,6,6,6,2,4,2,2,4,2,4,4,4,1,1,5,5,4,5,4,1,2,4,,1,,46,2,7,,
4878,1,2,3,2,4,,47,,2,,2,,1,,1,,1,,1,,2,,1,,1,,,5,3,Direct air capture not ready for use at scale,2,,4,1,1,1,1,1,3,3,1,2,1,2,2,3,4,4,4,2,2,1,1,1,1,1,3,4,3,4,3,3,3,4,3,3,3,3,3,2,3,3,3,4,3,4,4,3,3,4,3,,2,3,2,3,3,3,3,4,4,3,4,4,2,6,4,4,1,4,3,2,2,2,4,4,4,2,2,3,2,4,4,3,2,3,4,,1,,39,3,7,,
1432,1,2,4,3,3,,48,,2,,2,,1,,3,,1,,5,,5,,4,,4,,,1,4,"We probably won't reach climate mitigation goals in the long term without projects like that, so I support it. However, currently I think we should rather focus on researching its potentials than actually performing it as reducing CO2 emission and storing carbon with natural processes is at the moment much more efficient in my oppinion.",2,,2,2,1,3,2,2,6,6,6,6,6,6,6,2,2,2,2,6,6,6,6,6,6,6,2,2,2,2,4,4,4,5,4,5,3,4,2,4,4,4,3,3,5,5,5,4,2,4,4,,2,2,3,4,4,4,4,5,5,4,4,3,3,3,3,3,1,4,2,2,4,4,5,5,5,1,1,5,1,5,5,5,2,2,5,,1,,19,1,7,,
433960,1,3,4,3,4,,49,,2,,2,,2,,2,,2,,4,,4,,1,,4,,,2,3,It is necessary to better understand the details of the project.,1,,2,2,2,1,1,1,2,2,3,4,4,4,4,3,4,4,3,1,1,3,3,3,2,3,3,2,2,1,3,3,3,3,3,3,3,4,3,3,2,2,2,2,3,2,2,3,2,2,3,,4,4,4,4,4,4,4,5,4,4,3,3,3,2,3,3,3,3,4,3,4,3,3,3,4,6,2,4,3,3,4,3,2,3,2,,1,,24,3,7,,
3237,1,2,4,2,4,,48,,2,,2,,3,,2,,1,,3,,3,,3,,2,,"The use of natural systems can partially regulate the projected increase in temperature by removing atmospheric CO2. However, we need to combine CO2 emission reduction with natural and artificial removal of CO2, to mitigate climate change. The rates of CO2 removal and the turnover time of the stored carbon in different reservoirs are equally important in this cycle.",1,3,"I am not in a position to give any reason for my stand, as I am not aware of the net carbon footprint in the entire process. It is a relatively new technology and therefore needs more research data. Greenhouse gas emissions other than CO2 may also be considered in the entire process of capturing solid carbon. Impact (bio-physical-chemical) of the process on the ocean bottom (both long and short term) may also be assesed. In soil science Mineralization is the decomposition (i.e., oxidation) of the chemical compounds in organic matter, by which the nutrients in those compounds are released in soluble inorganic forms (e.g. O2) that may be available to plants. Mineralization is the opposite of immobilization.",2,,2,4,3,5,5,4,3,4,4,4,3,4,4,2,4,5,2,2,3,4,4,2,3,4,3,3,4,1,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,6,6,3,3,3,"Personally, I support the concept. However, I think more research on ecological, environmental, and economical sustainability is required in this field. ",3,3,3,4,4,4,5,5,4,3,4,5,2,2,4,4,4,4,4,5,5,4,5,4,5,5,2,5,5,5,5,5,4,5,4,,1,,24,2,7,,
2911,1,4,6,6,6,,48,,3,,3,,2,,2,,6,,3,,4,,2,,4,,,2,4,Potentially useful methodology for climate change mitigation with limited negative environmental impact.,1,,1,1,1,1,1,1,2,2,6,6,1,3,6,6,1,6,2,2,2,3,6,1,1,6,6,2,3,3,4,4,6,6,4,4,6,6,6,4,3,3,2,2,4,4,4,3,2,3,4,,1,3,2,4,3,4,4,4,4,4,6,3,6,6,4,3,2,4,1,2,3,4,5,4,4,2,1,4,4,3,4,4,2,4,4,,1,,50,3,7,,"Thanks for the chance to weigh in.  I would be iterested to see a summary report on the survey results, and wish you all the best with advancing climate change amelioration activity."
2721,1,4,4,4,4,,50,,5,,5,,4,,3,,4,,4,,5,,3,,4,,,5,6,more data are required,2,,3,3,2,2,3,2,5,5,4,4,5,5,5,5,4,5,2,5,4,5,5,5,4,4,2,3,5,3,4,4,4,4,4,4,4,3,3,3,4,4,6,6,5,6,6,6,6,6,4,,3,5,4,3,3,3,4,5,4,2,3,4,4,4,4,4,2,5,4,2,5,2,5,5,4,5,1,4,4,4,5,4,1,4,4,,1,,33,6,7,,no. that was so length survey ! Good luck. hope you send us the results
830,1,3,1,2,1,,50,,5,,5,,1,,5,,1,,2,,5,,1,,4,,,2,4,We need all the cdr tech we can muster. Plus emissions reduction. Solid carbon looks promising and safe and scalable.,2,,1,1,1,1,1,1,3,3,2,3,1,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,4,3,3,3,3,3,4,4,4,4,3,3,3,3,2,2,2,2,2,3,4,,2,4,5,3,3,3,3,5,4,4,4,3,3,3,3,3,1,1,4,1,1,1,1,4,4,4,4,4,4,3,5,3,2,2,2,,1,,39,2,7,,
1011,1,2,5,2,5,,48,,5,,5,,3,,3,,3,,5,,5,,4,,5,,"no special comment, only that it gives the impression of choosing while we will need as many options as possible (of course, taking into account trade-offs)",5,5,we need to test the technologies at scale to understand whether the (theoretical) potential can be reached and potential problems that can occur (in a controlled environment),1,,2,2,2,2,2,2,2,4,1,6,2,6,6,3,4,4,1,6,6,6,6,6,6,6,6,6,6,6,5,4,6,4,5,4,4,3,3,6,6,6,6,6,6,6,6,6,6,6,5,"the importance of benefits or severity of impacts is case/location specific, specially for this type of projects. that is part of the challenge. that is the reason I did not provide scores in both questions.",3,3,4,6,3,3,4,4,4,4,3,3,2,3,3,6,4,6,2,2,6,2,4,3,4,4,2,3,2,3,5,4,4,2,5,,2,,31,6,7,,"as I am not Canadian or North American, questions about specific stakeholder groups are not possible to answer (cannot answer just based on the information provided)."
1383,1,2,4,2,4,,49,,2,,2,,6,,6,,6,,3,,4,,4,,3,,,2,4,I find the mineralization of liquid CO2 to solid rock particularly interesting.,2,,1,1,1,3,3,3,6,6,6,6,6,4,6,2,3,4,3,5,5,4,4,4,4,4,3,4,2,3,6,6,6,4,4,4,6,6,4,4,5,5,3,4,5,5,5,5,5,4,4,,3,3,4,4,4,4,3,5,5,2,3,3,6,2,6,6,1,6,4,2,3,2,4,3,4,4,1,4,4,3,5,6,2,4,2,,2,,22,2,7,,
637,1,5,5,1,5,,48,,5,,5,,2,,3,,2,,3,,3,,3,,3,,,5,5,Could contribute but unlikely to dominate carbon removal processes,1,,1,1,1,1,1,2,2,2,1,2,1,1,2,3,1,3,3,1,1,1,1,1,1,1,2,1,2,1,3,4,3,4,4,4,2,2,2,4,2,2,3,3,3,3,3,3,3,3,4,,3,4,4,4,4,4,3,5,5,3,3,4,2,3,4,4,1,4,1,5,4,2,5,3,5,1,5,5,5,5,4,4,1,1,4,,1,,56,2,7,,
3839,1,3,5,2,1,,50,,4,,4,,2,Be careful to unbalance underwater ecosystems,3,,6,,5,,2,Take care to plant trees in ecosystems that have their own identity and do not need to be replaced by forests.,2,,5,,,2,4,"Because it is an apparently clean technology that can counteract the negative effects of anthropic emissions in a relatively simple and inexpensive way, and apparently with few negative collateral residues, rather than the generation of carbonate (which is an inherent natural material, regular in the undersee world). ",2,,2,2,2,3,3,2,3,3,3,4,2,6,3,2,2,6,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4,4,,2,3,4,2,2,2,3,5,4,3,4,2,4,2,2,3,4,3,4,2,4,3,3,3,3,2,1,4,4,5,4,3,4,2,4,"To take a position on several of the above questions, the historical responsibility for the development of nations would have to be considered. The current effects are the result of the development of nations in the past at no cost, and which is maintained in the present. The countries with have not developed and want to do so, today they should pay for it and that is not fair.",2,,21,2,7,,"I am happy to participate, since I have extracted several ideas for personal projects. Personally, I have in mind that there are several human activities that today are being restricted or poorly valued for the mere fact of emitting GHG. That could be reversed if technology is applied to remove CO2 from the atmosphere. Those technologies will leverage many current forced challenges."
113212,1,4,4,2,4,,48,,3,,3,,2,,4,,3,,4,,5,,4,,4,,,5,4,We have to try many options to reduce atm GHG and this one might be a promising one.,1,,3,3,2,3,3,3,6,6,6,6,6,6,6,6,4,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,,2,2,3,5,3,3,3,4,5,3,4,4,2,3,4,3,2,4,4,2,3,2,4,3,4,2,1,4,4,4,5,2,2,3,4,,1,,25,2,7,,
2336,1,2,2,2,3,,50,,4,,4,,1,,1,,2,,5,,3,,4,,4,,,2,5,I think a pilot project should be conducted to better determine potential and risks associated with this technology,1,,1,3,2,2,3,2,3,3,3,3,2,4,3,2,3,3,4,6,6,6,6,1,2,6,2,6,6,3,4,3,3,2,4,4,3,3,5,1,4,4,4,6,5,4,4,5,5,6,4,I defer to those who have more information on past research of risks and benefits associated with a pilot project.  I also only support a project designed to evaluate risks and benefits as outline in the question section,2,2,3,4,3,4,3,5,5,3,4,3,3,2,3,2,2,4,4,1,1,1,4,4,4,1,1,5,5,4,5,4,1,3,5,,1,,54,6,7,,
1196,1,3,4,2,4,,46,,1,,3,,2,,1,,1,,2,,2,,2,,2,,"The most promising technologies are not listed here explicitly. The single most promising technology is to develop point-source capture techniques capable of operating at high enough capture rates to include direct air capture and to include the air-captured CO2 with the process-captured CO2 in geological storage. The quantities of CO2 required to capture dwarf any reasonable use scenario, which does not mean reasonable uses should not be pursed but which does mean the utilization as replacement fuels or products will never provide the capacity required. ",5,1,The cost and effectiveness of this technology are both prohibitively negative.,9,Solid carbon should not be pursued until a clear-eyed case can be made for it compared to other alternatives.,5,5,4,4,3,3,4,4,3,5,3,4,4,5,2,5,3,2,2,3,4,4,2,3,5,3,4,3,1,1,1,3,1,1,1,1,2,4,5,5,5,3,5,5,5,4,4,3,1,,2,1,4,3,1,3,3,4,4,1,1,3,3,2,2,4,3,2,5,3,2,2,3,4,4,2,1,5,4,5,5,4,2,2,4,,1,,45,2,7,,
2165,1,3,4,4,4,,50,,2,,1,,1,,4,,1,,4,,5,,3,,4,,"Please note that each novel idea to removal CO2 from the air should be based on the natural processes or semi-natural procedures. We have not to use the amazing procedures with unknown impacts on the environment. For example, the injection of CO2, as told as the mineralization process, can be categorized as very hazardous manner through triggering the earth crust seismicity and producing the man-made induced-earthquakes.",1,3,The project needs to be more identified. Its environmental impact has been not recognized for me.,2,,5,4,5,1,1,1,5,4,4,3,4,5,6,6,2,3,2,5,4,3,3,5,5,4,3,3,3,3,4,4,3,4,6,6,3,4,4,6,4,3,3,4,2,3,2,4,3,3,3,It needs EIA. ,4,4,5,5,4,4,5,5,5,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,2,5,4,3,4,4,4,3,4,Nature is a background for human life. ,1,,21,3,7,,
2898,1,5,5,5,5,,50,,5,,5,,5,,4,,5,,5,,5,,5,,5,,,5,5,to reach neutral emission,2,,3,2,2,1,1,1,3,3,4,4,2,4,3,4,3,5,3,3,4,4,4,2,4,3,5,3,5,3,5,5,5,4,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,5,4,4,5,3,5,4,5,3,1,5,5,5,5,4,2,3,5,,1,,37,2,7,,not at all
2693,1,5,4,4,1,Technologically engineered processes with a singular focus are the ones that have lead us tk the current situaion in the first place since 1850.,50,,6,"Again, do we have any scientific support for safety in the libg term, while this may seem like a short term solution?",6,We need more research to better understand the positive impacts of such processes.,6,Human intervention without due consideration of long term impacts is dangerous.,6,I am concerned about the impact this would have on the soil health.,6,I have no research experience to comment on this.,5,,5,I am in favor of such natural processes as this will help improve tge regional biodiversity in turn.,2,Biochar effects are bith positive and negative. Need more research to asess the benefitial impacts of such cost intensive biomass conversion.,5,There is a lot of research support already.,,2,3,A complete lca is needed before such processes are worthy ,2,,4,4,2,5,5,5,6,6,6,6,6,6,6,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,3,3,6,4,6,4,6,2,4,4,2,2,6,6,6,2,6,6,6,6,3,We still need a lot of data on the effectiveness of these methods. These ideas are still a potentially helpful ideas and they are just that.,1,1,3,4,4,4,4,4,4,1,5,2,4,2,2,2,2,5,4,2,4,2,4,4,4,2,2,4,4,4,4,5,5,4,5,,1,,40,3,7,,"Would be great to publish the results with participants as coauthor, as a due credit for their participation."
949,1,3,4,4,4,,49,,3,,3,,1,,1,,1,,5,,5,,4,,5,,,5,3,"Since research is in its preliminary stage, so more time should be given before its implementation.",2,,3,3,4,3,3,3,3,3,4,5,4,5,5,3,5,5,5,2,2,3,5,5,5,5,2,3,5,5,4,4,3,3,3,3,3,3,4,4,3,3,2,2,2,2,2,3,3,3,3,,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,5,5,,2,,39,2,7,,
2544,1,2,5,3,3,,50,,4,,5,,2,,4,,3,,3,,5,,5,,3,,,5,3,"At the one hand I think it is useful to experiment and learn about this technology, and this could be done anywhere. However, I think there are other more viable and promising NETs that should be researched first.",9,I can't support any of the above statemetns. See my response to the previous question,1,1,1,1,1,1,6,6,1,2,2,6,2,5,3,4,3,6,6,6,3,3,3,2,3,3,6,3,3,2,2,4,2,3,1,2,2,3,5,5,3,2,3,5,5,6,3,6,3,See my response to the comment when you asked the question the first time,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,3,3,2,4,3,2,4,2,4,2,2,4,3,3,3,2,,1,,35,2,7,,Some of the comments were not well enough defined and thus difficult to give a yes or no answer.
2209,1,2,4,2,3,,49,,4,,4,,4,,5,,3,,5,,4,,5,,5,,,2,6,Identifing locations suitable to stabilize injected CO2. Avoiding release of ocean methane stores.,6,,2,1,1,3,3,3,6,6,6,6,6,6,6,4,4,4,6,2,2,3,3,6,3,6,3,3,3,3,3,3,2,4,3,4,2,2,3,2,3,3,3,3,3,3,4,4,4,3,3,,2,3,3,4,4,4,4,5,5,4,4,3,1,6,3,3,1,4,3,1,2,1,5,3,4,2,1,5,3,3,4,4,2,3,4,,2,,31,2,7,,I found it hard to interpret use of 'severity' in earlier questions.
1471,1,5,5,2,5,,47,,1,,2,,1,,1,,1,,1,,2,,1,,4,,,1,1,Technological and economic reasons,2,,5,4,4,5,2,2,1,1,4,4,1,5,5,5,2,5,5,1,1,3,3,2,4,3,5,4,5,4,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,,2,1,4,3,3,4,3,4,4,4,1,4,2,4,4,3,4,4,1,1,4,2,4,4,2,4,4,4,4,4,4,4,2,3,4,,1,,45,2,7,,
